USBL,SIGNED,40-Man,POS,NAME,B/T,DOB,STATUS,QO,BASE,FG WAR 24,FG WAR 25,GS,IP,AB,USBL,PTS,MLBAM_ID,DECISION,New 40,COST,,,,BA,PTS,MLB,PTS,P1500,PTS,FG,PTS
FA,D2010INC10,,2,"NARVAEZ, OMAR",B,02/10/92,UFA,2022," $740,000 ",-1.00,0.00,,,7,,,553882,,,,,7.00,2,0.00,,,,,,,
BGK,D2022104BGK04,RELEASE,0,"NASTRINI, NICK",R,02/18/00,O1,," $740,000 ",-0.50,,,,,CHA 13,20.31,680897,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
GLL,D2025282GLL10,,0,"NATERA, SAMY JR.",L/L,11/05/99,M2,,,,,,,,LAA 27,3.20,696519,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2018257PEC09,,1,"NAUGHTON, PACKY ",L,04/16/96,UFA,," $740,000 ",,,,,,,,676050,,,,,0.00,1,0.00,,,,,,,
FA,D2020128KC105,,2,"NAVA, ANDRICK",B,10/06/01,M5,,,,,,,,,,682774,,,,,0.00,2,0.00,,,,,,,
FA,D2014109GLL04,,2,"NAVARRETO, BRIAN",R,12/29/94,MR5,,,,0.10,,,15,,,640459,,,,,16.00,2,0.10,,,,,,,
FA,,,1,"NAVARRO, EDGAR",R,02/05/98,UFA,," $740,000 ",,,,,,,,679346,,,,,0.00,1,0.00,,,,,,,
SH1,D2025637BAB22,,0,"NAVARRO, REINOLD",L/L,10/21/06,M2,,,,,,,,,,821116,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
KEC,D2025265KEC09,,6,"NAVIGATO, ANDREW",R/R,05/28/98,M2,,,,,,,,,,685382,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
WBR,D2019020BSD01,40,2,"NAYLOR, BO",L,02/21/00,O2,," $740,000 ",1.60,1.50,,,377,,,666310,KEEP,40," $740,000 ",,396.00,2,1.50,,,,,,,
PEC,D2016015LVP01,40,3,"NAYLOR, JOSH",L,06/22/97,FA28,," $12,120,466 ",2.30,3.10,,,570,,,647304,KEEP,40," $12,120,466 ",,599.00,3,3.10,,,,,,,
NEE,D2024049BAM02,,5,"NAYLOR, MYLES",R,04/15/05,M3,,,,,,,,OAA 28,2.70,802504,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
HOG,D2023113HOG04,,2,"NEAL, BRADY",L,10/10/04,M4,,,,,,,,,,702272,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2011BOB10,,1,"NEAL, ZACHARY",R,11/09/88,UFA,," $740,000 ",,,,,,,,594943,,,,,0.00,1,0.00,,,,,,,
WBR,D2023764WBR34,,0,"NEDVED, DYLAN",R,04/23/99,M4,,,,,,,,,,690446,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
SAG,D2025243SAG09,,0,"NEELY, BRANDON",R/R,07/08/03,M2,,,,,,,,BOA 23,9.60,695632,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
KEC,D2022511KEC18,,1,"NEELY, JACK",R,06/05/00,M5,,,-0.10,,,,,CHN 13,19.54,680891,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
FA,D2016057NEE02,,0,"NEIDERT, NICK",R,11/20/96,UFA,," $740,000 ",,,,,,,,663734,,,,,0.00,0,0.00,,,,,,,
PEC,D2025108PEC04,,0,"NEIGHBORS, TYSON",R/R,10/09/02,M2,,,,,,,,SDN 13,15.17,695695,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2016508ALE17,,5,"NELSON, JAMES",R,10/18/97,MR5,,,,,,,,,,663445,,,,,0.00,5,0.00,,,,,,,
ALC,D2018319ALC11,40,1,"NELSON, KYLE",L,07/08/96,O3,," $740,000 ",-0.10,-0.20,0,2,,,,669459,KEEP,40," $740,000 ",,0.00,1,-0.20,,,,,,,
SL1,D2019328ALE11,,2,"NELSON, MAT",,01/14/99,MR5,,,,,,,,,,680756,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2017302WT111,,1,"NELSON, NICK",R,12/05/95,UFA,," $740,000 ",0.10,,,,,,,656793,,,,,0.00,1,0.00,,,,,,,
NEE,D2020150HIB05,40,0,"NELSON, RYNE",R,02/01/98,O2,," $1,480,000 ",2.20,2.00,24,162,,,,669194,KEEP,40," $1,480,000 ",,0.00,0,2.00,,,,,,,
FA,D2013782BAB56,,1,"NERIS, HECTOR",R,06/14/89,UFA,2023," $740,000 ",0.00,-0.10,0,28,,,,593576,,,,,0.00,1,-0.10,,,,,,,
FA,D2020426MUN15,,1,"NESBITT, TYLER",R,07/11/01,MR5,,,,,,,,,,686803,,,,,0.00,1,0.00,,,,,,,
FA,D2017634WBR22,,8,"NESLONY, TYLER",L,02/13/94,MR5,,,,,,,,,,664104,,,,,0.00,8,0.00,,,,,,,
PEC,D2023011PEC01,40,6,"NETO, ZACH",R,01/31/01,O2,," $1,057,053 ",3.50,3.20,,,527,,,687263,KEEP,40," $1,057,053 ",,553.00,6,3.20,,,,,,,
KEC,D2024216KEC08,,0,"NETT, BRADEN",R,06/18/02,M3,,,,,,,,SDN 06,21.07,804556,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2014360BAB12,,5,"NEUSE, SHELDON",R,12/10/94,UFA,," $740,000 ",,,,,,,,641914,,,,,0.00,5,0.00,,,,,,,
FA,D2019350RFS12,,8,"NEUSTROM, ROBERT",,11/12/96,MR5,,,,,,,,,,680438,,,,,0.00,8,0.00,,,,,,,
MUN,D2023369MUN13,,8,"NEVILLE, MASON",L,01/13/04,M4,,,,,,,,,,702563,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
SPI,D2016060BRM02,RELEASE,3,"NEVIN, TYLER",R,05/29/97,O3,," $740,000 ",-0.40,,,,,,,663527,RELEASE,, $-   ,,0.00,3,0.00,,,,,,,
FA,D2017343PSD12,,1,"NEWBERRY, JAKE",R,11/20/94,UFA,," $740,000 ",,,,,,,,623470,,,,,0.00,1,0.00,,,,,,,
FA,D2015015GLL01,,1,"NEWCOMB, SEAN",L,06/12/93,UFA,," $740,000 ",-0.20,1.70,5,97,,,,656794,,,,,0.00,1,1.70,,,,,,,
LVA,D2020067LVA03,RELEASE,8,"NEWELL, CHRIS",,04/23/01,MR5,,,,,,,,,,683006,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
MER,D2016018SDP01,40,6,"NEWMAN, KEVIN",R,08/04/93,A6,," $740,000 ",1.40,-0.70,,,120,,,621028,KEEP,40," $740,000 ",,126.00,6,-0.70,,,,,,,
FA,D2019681BRM25,,0,"NEWSOME, LJAY",R,11/08/96,UFA,," $740,000 ",,,,,,,,664714,,,,,0.00,0,0.00,,,,,,,
FA,D2019038NYG02,,6,"NEWTON, SHERVYEN",B,04/24/99,MR5,,,,,,,,,,665989,,,,,0.00,6,0.00,,,,,,,
KC1,D2024641KC122,RELEASE,6,"NEYMOUR, CHERIF",B,03/04/05,M3,,,,,,,,,,800578,RELEASE,, $-   ,,0.00,6,0.00,,,,,,,
BAM,D2025208NEE07,,0,"NEZUH, JACKSON",R/R,02/11/02,M2,,,,,,,,HOA 16,12.21,694545,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
WBR,D2024379WBR13,,0,"NICHOLS, T.J.",R,06/24/02,M3,,,,,,,,,,694375,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
WBR,D2025523WBR18,,3,"NICHOLSON, RYAN",L/L,08/29/00,M2,,,,,,,,,,690804,KEEP,, $-   ,,0.00,3,0.00,,,,,,,
MUN,D2025383MUN13,,2,"NICLAI, COEN",R/R,12/07/05,M2,,,,,,,,,,815515,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
BRB,D2021066PEC03,40,1,"NICOLAS, KYLE",R,02/22/99,O1,," $740,000 ",0.10,0.20,0,40,,,,693312,KEEP,40," $740,000 ",,0.00,1,0.20,,,,,,,
MOE,D2013554BRD18,40,2,"NIDO, TOMAS",R,04/12/94,A6,," $796,923 ",0.10,0.10,,,37,,,621512,KEEP,40," $796,923 ",,39.00,2,0.10,,,,,,,
BBS,D2023447BGS15,RELEASE,0,"NIEKRO, J.J.",,01/28/98,M4,,,,,,,,,,673908,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
LVA,D2020425LVA15,,1,"NIELSON, CY",,02/25/01,MR5,,,,,,,,,,686951,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
FA,D2022742BAB33,,6,"NIEVES, HECTOR",L,09/25/03,M3,,,,,,,,,,695758,,,,,0.00,6,0.00,,,,,,,
HAH,D2022140SHC05,,0,"NIKHAZY, DOUG",L,08/11/99,M5,,,,0.00,1,4,,CLA 17,15.40,680951,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NYG,D2024026TUT1S,,6,"NIMMALA, ARJUN",R,10/16/05,M3,,,,,,,,TOA 01,25.71,805796,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
BRM,D2012018SGP01,40,8,"NIMMO, BRANDON",L,03/27/93,FA26,," $10,208,552 ",2.70,3.00,,,616,,,607043,KEEP,40," $10,208,552 ",,647.00,8,3.00,,,,,,,
SAG,D2023642CS323,,0,"NIN, LESTER",,11/15/03,M4,,,,,,,,,,800043,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
SAG,D2023423CS315,RELEASE,6,"NIN, YERALD",,08/18/05,M4,,,,,,,,,,800206,RELEASE,, $-   ,,0.00,6,0.00,,,,,,,
BBS,D2024780BBS29,,4,"NISHIDA, RIKUU",L,05/06/01,M3,,,,,,,,,,807747,KEEP,, $-   ,,0.00,4,0.00,,,,,,,
FA,D2019571KC120,,5,"NISHIOKA, TANNER",R,10/22/94,M4,,,,,,,,,,641920,,,,,0.00,5,0.00,,,,,,,
FA,,,1,"NITTOLI, VINNY",R,11/11/90,UFA,," $740,000 ",0.10,,,,,,,657697,,,,,0.00,1,0.00,,,,,,,
MUN,D2024207MUN07,,8,"NIVENS, SPENCER",L,11/16/01,M3,,,,,,,,KCA HM,0.00,811289,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
NEE,D2018092NYG04,RELEASE,3,"NODA, RYAN ",L,03/30/96,O3,," $895,155 ",-0.60,-0.40,,,49,,,676116,RELEASE,, $-   ,,51.00,3,-0.40,,,,,,,
BAM,D2020231BOB08,40,8,"NOEL, JHONKENSY",R,07/15/01,O1,," $740,000 ",0.60,-1.10,,,155,,,678877,KEEP,40," $740,000 ",,163.00,8,-1.10,,,,,,,
FA,D2017245MER09,,1,"NOGOSEK, STEPHEN",R,01/11/95,UFA,," $740,000 ",,,,,,,,668665,,,,,0.00,1,0.00,,,,,,,
NYG,D2012353ALE11,40,0,"NOLA, AARON",R,06/04/93,FA27,2023," $30,464,000 ",3.20,0.90,18,99,,,,605400,KEEP,40," $30,464,000 ",,0.00,0,0.90,,,,,,,
FA,D2013354SGP11,,2,"NOLA, AUSTIN",R,12/28/89,UFA,," $740,000 ",,-0.40,,,40,,,543592,,,,,42.00,2,-0.40,,,,,,,
FA,D2017584WBR20,,2,"NOLAN, NATE",R,10/11/94,MR5,,,,,,,,,,669916,,,,,0.00,2,0.00,,,,,,,
KC1,D2023295KC110,,0,"NOLAND, CONNOR",R,07/20/99,M4,,,,,,,,CHN 23,8.69,690939,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2020419BAB14,,0,"NOLAND, PARKER",,03/23/01,M4,,,,,,,,,,687359,,,,,0.00,0,0.00,,,,,,,
FA,D2020223BGK08,,8,"NOLASCO, RODOLFO",,09/23/01,M5,,,,,,,,,,683616,,,,,0.00,8,0.00,,,,,,,
NEE,D2023443NEE15,RELEASE,0,"NOLASCO, YOHEMY",,07/12/03,M4,,,,,,,,,,694064,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2011BRS11,,1,"NOLIN, SEAN",L,12/26/89,UFA,," $740,000 ",,,,,,,,543594,,,,,0.00,1,0.00,,,,,,,
FA,D2017399LVP14,,5,"NOLL, JAKE",R,03/08/94,MR5,,,,,,,,,,669738,,,,,0.00,5,0.00,,,,,,,
HOG,D2023172HOG06,,0,"NOOT, JADEN",R,10/13/03,M4,,,,,,,,,,702562,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,FA2022MUN,,8,"NOOTBAAR, LARS",L,09/08/97,UFA,," $740,000 ",1.70,0.80,,,534,,,663457,,,,,561.00,8,0.80,,,,,,,
PEC,D2022072PEC03,40,5,"NORBY, CONNOR",R,06/08/00,O1,," $740,000 ",0.10,0.50,,,327,,,681393,KEEP,40," $740,000 ",,343.00,5,0.50,,,,,,,
FA,D2016742KC139,,1,"NORDLIN, SETH ",R,09/04/97,MR5,,,,,,,,,,676699,,,,,0.00,1,0.00,,,,,,,
SPI,D2025036SPI02,,8,"NORI, DANTE",L/L,10/07/04,M2,,,,,,,,PHN 07,23.66,807276,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HIB,D2023734HIB28,,2,"NORMAN, SATCHELL",R,07/22/02,M4,,,,,,,,,,695708,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2012014ALD01,,1,"NORRIS, DANIEL",L,04/25/93,UFA,," $740,000 ",,,,,,,,596057,,,,,0.00,1,0.00,,,,,,,
PEC,D2021096PEC04,,0,"NORRIS, LIAM",L,08/13/01,MR5,,,,,,,,,,691005,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2015261BAM09,,1,"NORWOOD, JAMES",R,12/24/93,UFA,," $740,000 ",,,,,,,,656803,,,,,0.00,1,0.00,,,,,,,
FA,D2014223KC108,,2,"NOTTINGHAM, JACOB",R,04/03/95,UFA,," $740,000 ",,,,,,,,641924,,,,,0.00,2,0.00,,,,,,,
FA,D2018020BRM01,,6,"NOVA, FREUDIS ",R,01/12/00,MR5,,,,,,,,,,671265,,,,,0.00,6,0.00,,,,,,,
MER,D2023330MER11,,0,"NOWLIN, JAYLEN",,01/29/01,M4,,,,,,,,,,701549,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NYG,D2024425NYG15,,8,"NUNEZ, ABRAHAM",L,02/17/06,M3,,,,,,,,,,808041,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
RFS,D2025490RFS17,,4,"NUNEZ, ALEJANDRO",L/R,09/08/04,M2,,,,,,,,,,805168,KEEP,, $-   ,,0.00,4,0.00,,,,,,,
NEE,D2020215LVA08,WAIVE,1,"NUNEZ, DEDNIEL",,06/05/96,O1,," $740,000 ",0.90,0.10,0,10,,,,673380,KEEP,WAIVE," $740,000 ",,0.00,1,0.10,,,,,,,
FA,D2014178MUN06,,2,"NUNEZ, DOM",L,01/17/95,UFA,," $740,000 ",,0.00,,,7,,,624513,,,,,7.00,2,0.00,,,,,,,
FA,,,1,"NUNEZ, EDUARNIEL",R,06/07/99,UFA,," $740,000 ",,-0.20,0,13,,,,674384,,,,,0.00,1,-0.20,,,,,,,
KC1,D2022164RFS06,,1,"NUNEZ, EDWIN",R,11/05/01,M5,,,,,,,,,,695835,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
SPI,D2024525SPI18,,8,"NUNEZ, ELIJAH",L,12/06/01,M3,,,,,,,,,,694399,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
TUT,D2025366TUT13,,0,"NUNEZ, GERMAN",R/R,05/24/02,M2,,,,,,,,,,802077,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BGK,D2023604CHH21,,0,"NUNEZ, JUAN",,12/07/00,M4,,,,,,,,SDN 16,12.64,693725,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
GLL,D2019065MOR03,,5,"NUNEZ, MALCOM",R,03/09/01,MR5,,,,,,,,,,682650,KEEP,, $-   ,,0.00,5,0.00,,,,,,,
BAM,D2020065PSD03,40,6,"NUNEZ, NASIM",B,08/18/00,MR5,," $120,600 ",0.40,0.80,,,86,WAN 30,1.04,683083,KEEP,40," $120,600 ",,90.00,6,0.80,,,,,,,
FA,D2017727HOG26,,5,"NUNEZ, ORIAN",R,09/03/98,M5,,,,,,,,,,666462,,,,,0.00,5,0.00,,,,,,,
BAM,D2019673BAB25,RELEASE,3,"NUNEZ, RAINER",R,12/04/00,MR5,," $120,600 ",,,,,,,,678742,RELEASE,, $-   ,,0.00,3,0.00,,,,,,,
FA,D2012119MUN04,,5,"NUNEZ, RENATO",R,04/04/94,UFA,," $740,000 ",,,,,,,,600524,,,,,0.00,5,0.00,,,,,,,
GLL,D2024767GLL28,,6,"NUNEZ, STARLYN",B,10/10/05,M3,,,,,,,,,,808245,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
MUN,D2025054MUN02,,2,"NUNNALLEE, JAMES",L/R,04/17/06,M2,,,,,,,,,,825763,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2018074GLL03,,0,"NURSE, CONNOR ",R,07/31/99,MR5,,,,,,,,,,671128,,,,,0.00,0,0.00,,,,,,,
FA,D2021061BAB02,,8,"NWOGU, JORDAN",R,03/10/99,M5,,,,,,,,,,685087,,,,,0.00,8,0.00,,,,,,,
PEC,D2024157PEC06,,0,"O’HALLORAN, CONNOR",L,09/01/02,M3,,,,,,,,,,683354,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
OSC,D2024827OSC34,,1,"O’LOUGHLIN, JACK",L,03/14/00,M3,,,-0.10,,,,,,,672552,KEEP,, $-   ,,0.00,1,0.00,,,,,,,
FM2,D2025107FM204,,0,"OAKIE, JOEY",R/R,05/09/06,M2,,,,,,,,CLA 12,20.90,815841,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
BRB,D2018486BRB17,40,0,"OBER, BAILEY ",R,07/12/95,A4,," $4,229,164 ",2.90,1.20,29,154,,,,641927,KEEP,40," $4,229,164 ",,0.00,0,1.20,,,,,,,
GLL,D2025372GLL13,,0,"OBERMUELLER, CADE",L/L,07/28/03,M2,,,,,,,,,,805261,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2019592PEC20,,0,"O'BRIEN, JOEY",R,11/28/97,MR5,,,,,,,,,,681809,,,,,0.00,0,0.00,,,,,,,
CHH,D2018335JAS12,,1,"O'BRIEN, RILEY ",R,02/06/95,O2,," $740,000 ",-0.20,0.30,0,50,,,,676617,KEEP,," $740,000 ",,0.00,1,0.30,,,,,,,
MOE,D2022496SSC17,,0,"OCH, RYAN",L,07/18/98,M5,,,,,,,,,,701000,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
NYG,D2024215NYG08,,8,"OCHOA JR., NEHOMAR",R,07/31/05,M3,,,,,,,,HOA 19,9.77,806441,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2023471BAB16,,5,"OCHOA LEYVA, NATHANIEL",R,10/15/03,M3,,,,,,,,,,692118,,,,,0.00,5,0.00,,,,,,,
NEE,D2022548NEE19,RELEASE,0,"OCHOA, NELVIS",R,01/18/03,M5,,,,,,,,,,691440,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2020421SIM15,,1,"OCHSENBEIN, AARON",R,02/29/96,M5,,,,,,,,,,684604,,,,,0.00,1,0.00,,,,,,,
FA,D2015364MER13,,3,"OCKIMEY, JOSH",L,10/18/95,MR5,,,,,,,,,,656807,,,,,0.00,3,0.00,,,,,,,
KEC,D2024708KEC25,RELEASE,2,"OCOPIO, YOIBER",R,08/24/04,M3,,,,,,,,,,808060,RELEASE,, $-   ,,0.00,2,0.00,,,,,,,
SL1,D2024577SL120,,0,"ODLE, JACOB",R,11/30/03,M3,,,,,,,,,,813838,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
TUT,D2024271TUT10,,8,"O'DONNELL, ETHAN",L,03/27/02,M3,,,,,,,,CIN 20,11.16,807751,KEEP,, $-   ,,0.00,8,0.00,,,,,,,
HAH,D2024549SHC19,,0,"O'DONNELL, TRENNOR",R,06/06/01,M3,,,,,,,,,,815064,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2012029INC01,,4,"ODOR, ROUGNED",L,02/03/94,UFA,," $740,000 ",,,,,,,,596059,,,,,0.00,4,0.00,,,,,,,
MOE,D2025052MOE02,,6,"O'FERRALL, GRIFF",R/R,02/02/03,M2,,,,,,,,BAA 07,25.37,803172,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,D2024714BGK25,,5,"OGANDO, LUIS",R,10/11/03,M2,,,,,,,,,,703902,,,,,0.00,5,0.00,,,,,,,
RFS,D2024333RFS12,,6,"OGANS, KESHAWN",R,08/26/01,M3,,,,,,,,,,687248,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
FA,,,1,"OGASAWARA, SHINNOSUKE",L,10/08/97,UFA,," $740,000 ",,-0.50,2,41,,,,829272,,,,,0.00,1,-0.50,,,,,,,
FA,D2017155MER06,,0,"OGLE, BRAEDEN",L,07/30/97,MR5,,,,,,,,,,669180,,,,,0.00,0,0.00,,,,,,,
MER,D2023735MER28,RELEASE,0,"OHASHI, RAFAEL",,10/08/02,M4,,,,,,,,,,692504,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2015199BRB07,,10,"O'HEARN, RYAN",L,07/26/93,FA [HAH],," $19,965,539 ",1.70,3.00,,,498,,,656811,,,,,523.00,10,3.00,,,,,,,
FA,,,1,"OHL, PIERSON",R,09/10/99,UFA,," $740,000 ",,0.10,3,32,,,,701487,,,,,0.00,1,0.10,,,,,,,
BRB,D2019161BRB06,40,2,"O'HOPPE, LOGAN",R,02/02/00,O2,," $740,000 ",2.10,-0.80,,,444,,,681351,KEEP,40," $740,000 ",,466.00,2,-0.80,,,,,,,
SAG,FA2019LVA,40,10,"OHTANI, SHOHEI",R,07/05/94,FA29,2020," $52,992,060 ",9.10,9.40,15,49,642,,,660271,KEEP,40," $52,992,060 ",,674.00,10,9.40,,,,,,,
NYG,D2015530WBR18,RELEASE,2,"O'KEEFE, BRIAN",,07/15/93,MR5,,,,,,,,,,657247,RELEASE,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2013178LEL05,,1,"OKERT, STEVEN",L,07/09/91,UFA,," $740,000 ",-0.20,1.60,1,75,,,,595345,,,,,0.00,1,1.60,,,,,,,
FA,D2014059ALE02,,2,"OKEY, CHRIS",R,12/29/94,UFA,," $740,000 ",,,,,,,,608360,,,,,0.00,2,0.00,,,,,,,
FA,D2019558PBW19,,1,"OLCZAK, JON",,11/14/93,MR5,,,,,,,,,,664144,,,,,0.00,1,0.00,,,,,,,
FA,D2022440SHC15,,0,"OLDS, WYATT",R,08/05/99,M4,,,,,,,,,,681544,,,,,0.00,0,0.00,,,,,,,
HOG,D2025425HOG15,,0,"OLEJNIK, PEYTON",L/R,12/04/02,M2,,,,,,,,,,803021,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2018347PEC12,,8,"OLIVA, JARED ",R,11/27/95,MR5,,,,,,,,,,666931,,,,,0.00,8,0.00,,,,,,,
HIB,D2023359HIB12,,2,"OLIVAR, RICARDO",,08/10/01,M4,,,,,,,,MNA 16,15.43,691627,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
MOE,D2018160PBW06,RELEASE,8,"OLIVARES, EDWARD ",R,03/06/96,A5,," $1,229,490 ",-0.90,,,,,,,658668,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
RFS,D2025340RFS12,,0,"OLIVARES, JOSE",R/R,01/18/03,M2,,,,,,,,MNA HM,0.00,699276,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
HOG,D2020087HOG03,,0,"OLIVAREZ, HELCRIS",L,08/08/00,MR5,,,,,,,,,,672487,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
SPI,D2022278NEE10,RELEASE,0,"OLLER, ADAM",R,10/17/94,O3,," $740,000 ",0.00,,,,,,,670124,RELEASE,, $-   ,,0.00,0,0.00,,,,,,,
HOG,D2023412HOG14,,2,"OLMOS, JUAN",,11/22/04,M4,,,,,,,,,,703181,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
MUN,D2022455MUN16,,0,"OLSEN, MAT",R,07/08/00,M5,,,,,,,,,,695296,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
RFS,D2025737RFS31,,0,"OLSON, BRYANT",L/L,12/19/02,M2,,,,,,,,,,825926,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
HAH,D2024249SHC09,,0,"OLSON, EMMETT",L,05/15/02,M3,,,,,,,,,,801207,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
CHH,D2013059LV5CB,40,3,"OLSON, MATTHEW",L,03/29/94,FA26,," $16,443,765 ",2.60,4.70,,,655,,,621566,KEEP,40," $16,443,765 ",,688.00,3,4.70,,,,,,,
SAG,D2019498NEE17,40,0,"OLSON, REESE",R,07/31/99,O2,," $1,480,000 ",2.40,1.40,14,72,,,,681857,KEEP,40," $1,480,000 ",,0.00,0,1.40,,,,,,,
FA,D2022506BRB17,,0,"OLTHOFF, BRADEN",R,03/12/99,M3,,,,,,,,,,687467,,,,,0.00,0,0.00,,,,,,,
KC1,D2024691KC124,,0,"OMOSAKO, SANN",R,12/02/05,M3,,,,,,,,,,808020,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
FA,D2018110FM204,,8,"ONA, JORGE ",R,12/31/96,MR5,,,,,,,,,,671250,,,,,0.00,8,0.00,,,,,,,
FA,D2016649SIM23,,1,"O'NEIL, CONNER ",R,09/25/94,MR5,,,,,,,,,,670304,,,,,0.00,1,0.00,,,,,,,
KC1,D2014093WT104,40,8,"O'NEILL, TYLER",R,06/22/95,FA27,," $3,600,000 ",2.50,-0.30,,,190,,,641933,KEEP,40," $3,600,000 ",,200.00,8,-0.30,,,,,,,
FM2,D2022409FM214,,2,"OPITZ, CASEY",B,07/30/98,M5,,,,,,,,,,676053,KEEP,, $-   ,,0.00,2,0.00,,,,,,,
FA,D2023557BAB19,,0,"OPPOR, CHRISTIAN",L,07/23/04,M3,,,,,,,,,,803291,,,,,0.00,0,0.00,,,,,,,
MUN,D2023159MUN06,,6,"O'RAE, DYLAN",L,02/14/04,M4,,,,,,,,MLN HM,0.00,802506,KEEP,, $-   ,,0.00,6,0.00,,,,,,,
BBS,D2024833BBS36,RELEASE,8,"ORF, BRENNAN",L,09/06/01,M3,,,,,,,,,,804710,RELEASE,, $-   ,,0.00,8,0.00,,,,,,,
FA,D2016047ALD02,,8,"ORIMOLOYE, DEMI",R,01/06/97,MR5,,,,,,,,,,647309,,,,,0.00,8,0.00,,,,,,,
MUN,D2024624MUN21,,0,"ORLOSKI, ROBERT",R,10/06/04,M3,,,,,,,,,,814101,KEEP,, $-   ,,0.00,0,0.00,,,,,,,
RFS,D2019080RFS03,40,5,"ORNELAS, JONATHAN",R,05/26/00,O2,," $740,000 ",-0.20,-0.10,,,9,TEA 24,6.50,680716,KEEP,40," $740,000 ",,9.00,5,-0.10,,,,,,,
BRM,D2018133SPI05,40,8,"ORNELAS, TIRSO ",L,03/11/00,MR5,," $120,600 ",,-0.20,,,15,SDN 10,17.70,672359,KEEP,40," $120,600 ",,16.00,8,-0.20,,,,,,,
MOE,D2024638MOE22,,4,"OROZCO, MAIKOL",R,09/09/05,M3,,,,,,,,,,807004,KEEP,, $-   ,,0.00,4,0.00,,,,,,,
FA,D2020401BRB14,,8,"ORR, J.D.",,09/11/96,M5,,,,,,,,,,680785,,,,,0.00,8,0.00,,,,,,,
FA,FAMER2023,,1,"ORT, KALEB",R,02/05/92,UFA,," $740,000 ",-0.20,-0.30,0,48,,,,672391,,,,,0.00,1,-0.30,,,,,,,
FA,D2017274INC10,,2,"ORTEGA, DENNIS",R,06/11/97,MR5,,,,,,,,,,650883,,,,,0.00,2,0.00,,,,,,,
